first_name,last_name,email,phone,date_of_birth,address,city,state,zip_code,country,registration_date,last_login,total_orders,total_spent,loyalty_tier,preferred_category,is_active,marketing_consent
John,Hinton,higginsluis@example.net,483.513.5797x48025,1969-11-15,"7210 Riley Route Suite 156
Port Tiffany, IN 23389",New David,Maryland,67417,Mongolia,2021-04-23,2025-09-14 13:39:55,86.32882697385945,4462.998920684872,Silver,Beauty,True,False
Michael,Cooper,thomas57@example.net,+1-236-227-6391x66245,1993-01-14,"87709 Fletcher Curve
Lake Donald, TX 79934",North Matthew,Utah,25540,Botswana,2023-05-26,2024-11-19 04:21:03,70.41769099605492,11110.843155667211,Gold,Sports,True,True
Sheryl,Gordon,cathyarnold@example.com,659-613-4605x295,2003-01-03,"7488 Williams Common
Michaelfort, VA 73884",Aaronland,New York,91871,Tajikistan,2023-03-26,2025-05-08 10:32:45,7.203591120031795,28090.231142617115,Platinum,Sports,False,False
Joseph,Norton,tanya51@example.net,(714)507-4150x58892,1944-11-26,"8539 Traci Dam
Port Brianchester, TX 98619",Starktown,Arkansas,55653,Czech Republic,2021-09-05,2025-07-31 12:46:41,64.73927579986479,29149.584898346016,Bronze,Clothing,True,False
Isaiah,Mccoy,pferguson@example.org,619-469-3175x0880,1981-12-26,"58417 Thomas Ranch Apt. 518
East Charlesfort, IN 00567",South Josephton,Arkansas,12969,Mauritius,2021-05-23,2024-10-24 09:55:35,12.656791065437407,22504.555834415492,Silver,Food & Beverage,False,True
Darryl,Pena,bakerjasmine@example.net,(920)304-6499,1995-07-06,"585 Elizabeth Lights Suite 067
New Kevinport, FL 87026",South Matthew,Texas,32962,Mali,2023-04-03,2025-07-22 18:46:04,78.90483351623014,48177.907127508224,Gold,Food & Beverage,True,True
Joseph,Richardson,lawsontodd@example.org,+1-455-711-3034x28210,2000-06-14,"4934 Schaefer Center Suite 554
Port Carolview, SD 56583",East Alexandria,Utah,92792,Antarctica (the territory South of 60 deg S),2021-01-19,2025-04-13 20:56:56,35.56145700407164,20661.1080088377,Silver,Beauty,True,True
Chloe,Delacruz,valeriecooke@example.com,796.705.9557x8773,1958-07-27,"67251 Rodney Port Suite 621
North Wendyhaven, AZ 44076",Reynoldsfort,Florida,08390,Christmas Island,2022-03-26,2025-04-08 03:54:50,52.10286655572988,35996.94932119703,Platinum,Beauty,False,True
Jacob,Harris,christine62@example.net,(959)387-2766,1951-06-29,"3883 Allison Keys
New Lynnchester, VT 82359",East Andrewside,New Jersey,84803,United States Virgin Islands,2022-12-18,2025-02-21 20:01:22,83.27333651520394,40113.154062304355,Gold,Books,True,True
Calvin,Phelps,whitedouglas@example.org,+1-420-714-0354x59293,1958-11-04,"09856 Matthew Flats Apt. 016
Michelestad, SC 31602",New Tammymouth,Rhode Island,57163,Iceland,2024-12-20,2025-09-09 06:41:07,91.77894153678676,22204.569694158166,Platinum,Clothing,False,True
Kim,Gordon,chad84@example.com,(316)394-3098x168,1983-11-10,"Unit 0632 Box 6360
DPO AP 73772",Sarahfort,Florida,53662,Saint Martin,2022-07-19,2024-11-22 04:56:50,23.43239382962931,27115.871026025256,Bronze,Food & Beverage,False,False
Brandon,Rivera,phuang@example.org,+1-661-892-3356x74274,1980-04-20,"06998 Bailey Land Apt. 813
New Katelynberg, NM 56077",Josephbury,Indiana,93233,Bangladesh,2022-03-04,2025-05-15 00:53:53,28.9282235178907,10697.118444452026,Bronze,Sports,False,False
Kayla,Soto,steve42@example.net,379-505-3554,2005-12-15,"Unit 2522 Box 7391
DPO AA 90964",Fishershire,Florida,80607,Greenland,2023-09-11,2025-03-18 12:48:28,66.93394772035073,42332.25861632229,Silver,Electronics,True,True
Erica,Gibson,rachelholden@example.net,+1-787-948-0603x4205,1994-01-15,"2416 Rivera Wells
Dawsonfurt, MA 47829",Shannonmouth,Delaware,05057,Tuvalu,2023-03-26,2025-04-19 20:25:16,63.87074140272085,43326.99433907854,Silver,Clothing,False,False
Sharon,Lyons,zmartin@example.com,001-322-975-2618x4898,2007-07-08,"794 Janet Mountain
New Kelsey, KY 43258",Danielleport,Maryland,09758,Ukraine,2024-05-03,2024-12-28 07:34:11,28.554672538547816,22844.87671669977,Platinum,Electronics,True,True
Christopher,Boyd,kperez@example.org,(556)255-2393x23348,2004-06-03,"180 Fernandez Turnpike Suite 839
South Ashley, MP 60404",Joemouth,New York,45045,Netherlands Antilles,2024-11-13,2025-04-18 15:50:20,28.47426990897892,47233.362576673906,Bronze,Sports,False,True
Wendy,Dennis,frostadam@example.org,573-996-3508,2005-09-06,"86104 Patricia Keys Apt. 217
Travisfort, AK 22065",West Chelsea,Vermont,46772,Fiji,2023-03-18,2025-06-14 23:11:13,70.57235012049415,32797.94170080768,Gold,Electronics,False,True
Leah,Hanna,amanda77@example.net,437-234-4309,1983-02-28,"540 Williams Crescent Suite 356
Lopezfort, RI 71759",Lake Jamesberg,Kentucky,03195,Saint Martin,2023-07-08,2024-11-05 11:36:56,43.17976632424403,11279.906617105022,Platinum,Beauty,False,True
Sean,Newman,iwong@example.net,896.959.6472,1983-06-22,"77563 Kimberly Pine
New Alvin, OK 42304",Lake Heather,Texas,10728,Equatorial Guinea,2021-07-25,2024-11-16 03:44:32,79.80296669339894,33027.103430873605,Gold,Automotive,True,True
Regina,Stokes,jperry@example.org,(444)444-9067x028,1974-03-31,"8837 Kimberly Meadow
Port Lauren, SD 89444",Walkerton,Minnesota,60113,Singapore,2024-09-12,2025-02-04 14:01:04,5.565866337629564,4310.390075409665,Platinum,Beauty,True,False
Patricia,Gentry,vincent65@example.net,2694145433,1964-02-01,"1229 Mathis Island
Wheelermouth, MH 65930",New Dwayneton,Arkansas,06051,Panama,2024-04-05,2024-11-06 23:02:54,73.64825895275428,5666.846050316233,Platinum,Books,True,False
Rachel,Thomas,qwyatt@example.net,3708559972,1956-01-06,"6791 Moreno Walks
Williamburgh, KS 14376",West Donnaside,Maine,23006,Germany,2024-12-27,2024-09-26 05:43:22,61.49386736492772,10874.16628267344,Gold,Beauty,False,False
Leon,Marquez,randallarellano@example.com,+1-580-649-7010,1969-03-31,"7522 Natalie Mall
Danielborough, MI 30009",Brittanyland,Illinois,38419,Trinidad and Tobago,2023-08-31,2025-07-20 20:53:50,28.25067683426975,31057.201292055397,Silver,Clothing,True,False
Keith,Ryan,cmartinez@example.net,001-395-554-7730,1965-04-25,"PSC 1930, Box 7520
APO AE 26670",North Miguel,Wyoming,95239,Slovenia,2025-07-27,2024-11-18 04:08:39,8.914444173291418,28614.093849964633,Silver,Home & Garden,True,False
William,Rodriguez,mmarsh@example.net,+1-767-461-0809x7382,1982-10-21,"9477 Jason Branch
Barbaraburgh, VT 92214",Christineside,Indiana,20231,Turkmenistan,2023-01-11,2024-10-15 18:24:30,20.378499385214454,19699.799200006575,Bronze,Food & Beverage,True,False
Rebecca,Hughes,tamarahardy@example.org,822-431-6609x7525,1953-02-20,"90957 Nelson Island Apt. 346
East Justin, HI 07390",Guerrerofort,Minnesota,33240,Slovakia (Slovak Republic),2021-12-02,2024-11-24 10:14:36,84.49628406050498,34714.829019829886,Gold,Books,False,True
Donna,Grimes,tammy81@example.com,+1-865-863-4498x5120,1947-06-25,"099 Moore Viaduct Apt. 279
Lake Sarabury, DE 94623",East Saraville,Delaware,43594,Tonga,2022-07-11,2025-05-21 10:06:36,47.6579230593355,22055.31175310961,Bronze,Clothing,True,False
Charles,Brown,laura62@example.net,(681)699-3788x447,1978-10-24,"92927 Christopher Isle Apt. 339
Adamstown, OH 65328",East Anthonyview,Oregon,34724,Mauritania,2025-07-10,2025-08-11 03:30:14,64.75666807303357,8658.615873768627,Gold,Sports,True,True
Jordan,Pierce,alvaradotyler@example.org,+1-205-553-7382x86200,1994-02-09,"476 Jill Isle
Phillipchester, KY 60684",West Ryanside,Delaware,47100,Guernsey,2021-01-22,2025-02-17 21:52:54,43.756594759700945,18981.5575055208,Bronze,Sports,True,True
Cynthia,Austin,nathan88@example.net,514.864.2122,1978-08-07,"Unit 1340 Box 9002
DPO AP 06908",Ashleyside,Mississippi,37733,Taiwan,2023-12-18,2025-02-12 13:09:17,16.65968145003911,24352.24495407017,Platinum,Beauty,False,False
Molly,Mccall,jillbyrd@example.org,+1-618-659-1077x39617,1954-04-02,"32576 Mercado Estate Apt. 085
Greenland, RI 84118",Brownstad,South Dakota,55204,Saint Martin,2023-03-27,2025-08-30 12:29:44,46.81196587710668,22774.655265137328,Silver,Books,True,True
Isaac,Bennett,lukedavis@example.org,285-987-4354x56906,1988-01-05,"6403 Robert Shoal Suite 700
West Jeffrey, NC 80409",Howardfurt,Alaska,01633,Korea,2025-03-25,2025-07-31 01:45:22,25.49966091571858,17887.598187808282,Platinum,Books,False,True
David,Alvarez,johnsonkenneth@example.org,789-543-0011,1956-02-27,"86369 Jonathan Village
Chadmouth, WA 78102",West Josebury,Oklahoma,38375,French Southern Territories,2023-06-27,2024-09-19 15:16:55,65.06378158976696,4291.92936136571,Platinum,Home & Garden,True,True
Zoe,Hicks,davidmason@example.com,001-556-207-0964x602,1951-05-16,"95419 Bryan Shore
Port Christopher, PW 66323",North Kenneth,Idaho,85816,Norfolk Island,2025-08-31,2025-06-27 18:01:12,73.10835921478555,18517.7454585674,Bronze,Electronics,True,True
Austin,Williams,wwatts@example.org,(661)469-6856x0273,1948-10-01,"735 Kristin Ranch
North Eric, AL 28344",Tuckermouth,North Dakota,45773,Latvia,2023-06-11,2025-05-15 22:06:37,72.46539118638255,7681.752453752602,Silver,Home & Garden,True,True
Dorothy,Smith,matthewpierce@example.com,+1-783-383-2499,1991-10-20,"474 Robert Inlet Apt. 983
Frankside, CO 76517",New Michael,Louisiana,64774,Mexico,2024-02-22,2025-03-13 17:15:08,35.15979840115418,23399.440694570112,Gold,Food & Beverage,False,False
Ryan,Daugherty,rhahn@example.org,3137167669,1962-06-09,"0760 Turner Branch
West Amber, IL 21684",Montgomeryberg,Oregon,47056,Ghana,2025-07-21,2025-09-07 01:05:02,79.11985017586079,23520.03645668905,Gold,Food & Beverage,True,True
James,Payne,xpalmer@example.com,(722)806-6015x2702,1958-01-30,"185 Hensley Grove Apt. 689
North Michaelton, AZ 59694",West Angelicastad,Oregon,37250,Saint Martin,2021-10-13,2025-03-09 12:07:10,87.40255190635942,1853.0917027716519,Bronze,Food & Beverage,False,False
Marc,Irwin,willie65@example.com,+1-335-656-1543x105,1985-09-22,"3931 Thomas Lights
Thomastown, PA 51733",North Brittanyshire,Arkansas,90052,Turks and Caicos Islands,2021-02-13,2025-06-08 09:06:36,21.394675011066767,830.3565324183127,Bronze,Automotive,False,True
Margaret,Burns,brownronald@example.com,(754)645-5128,1989-08-17,"035 Ashley Mission
Lake Anthonystad, AS 72316",Thomasside,Illinois,44352,Saint Helena,2023-09-07,2024-11-05 12:18:10,45.528350190105265,12639.784425196252,Silver,Electronics,True,False
Paul,Coffey,scott63@example.org,+1-452-429-3567,1947-01-04,"6034 Mindy Cape Suite 583
Mitchellville, IN 53484",Brandyside,West Virginia,42871,Saint Pierre and Miquelon,2025-07-23,2025-04-11 08:44:02,88.73275185468141,34234.77155242379,Platinum,Home & Garden,True,True
Gary,Wu,ncampbell@example.com,505-701-3232x47473,1958-08-27,"1322 Larson Crest
Port Michael, PR 21914",Franklinfort,Arkansas,34974,Swaziland,2023-10-13,2025-04-13 08:06:10,40.0467616454758,3669.827090465546,Gold,Clothing,True,True
Kelly,Robinson,randolphlance@example.net,8454481140,1961-08-07,"49286 Garcia Points
Katherineland, KY 19495",Cassandrastad,New Hampshire,12886,Solomon Islands,2022-02-01,2024-09-25 08:30:59,8.70595040449014,5086.56770982745,Bronze,Automotive,False,False
Matthew,Hunter,xdavidson@example.com,366.672.1311x984,1991-05-30,"0629 Anthony Bypass
East Robertberg, TN 85451",New Malik,Oklahoma,07628,South Georgia and the South Sandwich Islands,2023-05-12,2025-05-12 04:44:36,56.798278793901545,35675.243280268194,Silver,Automotive,True,False
Jacob,Morton,eric70@example.net,629-786-4165x2094,1968-01-10,"1232 Kimberly Wall Suite 304
South April, DC 39088",Taylorview,South Dakota,93606,Maldives,2024-02-24,2025-03-15 10:20:14,31.08016800928896,45272.52039049756,Bronze,Books,False,False
Deborah,Newton,andersonian@example.org,590.868.6586x97559,2005-02-02,"02448 Moody Islands Apt. 996
Laurenberg, LA 04208",Port David,Mississippi,61922,Sierra Leone,2022-01-18,2025-07-27 09:16:20,77.00526431524705,14050.240031058269,Bronze,Beauty,False,False
Jill,Cardenas,dawn77@example.com,(779)301-8813x41176,2001-01-08,"USNV Avila
FPO AA 57392",New Shelbybury,Virginia,11076,Norfolk Island,2021-05-10,2024-11-30 02:17:44,59.61526225195062,26999.996565013083,Gold,Books,False,False
Jill,Newton,eric39@example.net,001-851-521-8964,1983-10-10,"209 Johnathan Land
New Brendashire, SC 61903",Davidton,Arkansas,44536,Uganda,2020-09-30,2025-06-18 22:54:39,73.45028260140309,34336.121649851484,Gold,Electronics,False,True
Anna,Willis,john69@example.com,667-529-7970x47096,1946-12-07,"96362 Francisco Land Suite 109
Jimmyshire, TX 29291",Port Peterfort,South Dakota,55431,Palau,2022-12-08,2025-01-31 07:17:09,46.34543057700951,12284.136652833386,Silver,Books,True,True
Carolyn,Schneider,joseph73@example.org,001-460-568-4678x5692,1960-11-01,"7913 Rebecca Junction Apt. 026
Joseberg, DC 48743",Curtisview,Hawaii,99550,Guinea-Bissau,2021-02-17,2025-06-14 08:28:37,19.596949923923255,43940.06938896358,Bronze,Beauty,False,True
Krista,Webster,uwilliams@example.net,9573537265,2002-04-01,"85671 Butler Place Apt. 637
Port Amanda, IA 50010",Kristafurt,Washington,40585,United States Virgin Islands,2022-05-29,2025-05-25 09:22:49,9.861584453982587,1703.3583040468134,Silver,Home & Garden,False,False
Cheryl,Schroeder,tamara77@example.com,655-307-8924x9547,1960-03-17,"8467 Juan Inlet Suite 336
West Joshua, IL 54748",Port Aaron,West Virginia,69739,Costa Rica,2022-03-24,2024-11-01 00:24:48,49.37475695441887,46034.90957415531,Gold,Electronics,True,False
Misty,Huffman,hbeasley@example.com,242.546.1916x008,2006-05-01,"957 Allen Landing
Annaborough, MT 64590",Lake Rachel,Kansas,86863,Indonesia,2024-05-06,2025-08-24 00:14:50,96.42375270298538,31076.891062930765,Gold,Beauty,False,False
Jose,Burton,woodsmegan@example.net,(449)306-1295,1986-12-05,"870 Elizabeth Glen
Jonesmouth, FM 66623",East Kelly,Oregon,10263,Gibraltar,2025-07-14,2025-01-06 01:56:19,92.70430949467588,2424.360462787758,Platinum,Electronics,False,False
Brooke,Davis,weberbrianna@example.com,971.929.3394x4858,1971-09-23,"126 Rowe Falls Apt. 790
Port Allison, NC 44919",West Alejandroview,Wyoming,50797,Turkey,2023-11-10,2025-06-06 22:20:32,65.60032325642567,15855.714245743053,Platinum,Automotive,False,False
Elizabeth,Stewart,hlewis@example.com,(872)531-4721x4178,1964-03-02,"674 Jon Mountains
Lake Amanda, MS 05135",Port Jaredshire,Missouri,69292,Djibouti,2022-04-24,2025-03-20 04:13:12,7.559088143894758,26953.630682280073,Gold,Clothing,False,False
Kenneth,Smith,fjohnson@example.org,(376)956-7345,1995-11-27,"557 Whitehead Mountain
Port Jamie, SD 43316",Shelialand,New Hampshire,64256,Saint Lucia,2023-01-25,2025-05-05 01:42:36,92.77456905204907,10059.393255598847,Silver,Automotive,True,False
Lisa,Kelly,lhernandez@example.org,(338)442-6214x300,1952-07-19,"400 Lisa Forks
New Kevin, NM 53512",West Benjamin,Montana,73228,Uruguay,2022-06-23,2025-03-31 18:46:40,66.96334503238177,48005.4555503373,Bronze,Sports,False,False
Sarah,Shields,michael95@example.org,001-812-638-1010,1993-10-19,"66896 Hudson Views
Deannatown, MN 47514",South Tinaville,Arkansas,84509,Suriname,2022-12-18,2024-11-21 00:26:19,51.32004160739524,24598.999935395077,Platinum,Beauty,True,False
William,Martin,mcconnellsarah@example.org,(841)275-0320x8284,1995-11-10,"25249 Larsen Trafficway Apt. 088
Danielchester, PR 49348",Port Heather,Maryland,10202,Guinea,2023-02-03,2025-04-02 15:26:30,38.75107317047255,24765.719756935,Platinum,Automotive,False,True
Heather,Leach,michaelhenry@example.org,490-797-5920,1967-11-18,"804 Nichole Canyon Apt. 877
Michaelberg, DC 29894",Spencerborough,Kentucky,30758,Pakistan,2022-07-31,2025-02-28 08:53:47,17.256713349226974,17017.991555528824,Platinum,Books,True,True
Nathan,Brown,michael50@example.com,342.203.1298x5301,1950-04-10,"0470 Tristan Parkway
South Stacey, AZ 32806",Annehaven,Tennessee,06737,Guam,2023-12-06,2025-07-22 18:42:50,48.37622548793066,1541.0001695839037,Bronze,Automotive,False,True
Holly,Harrison,colin26@example.net,(728)612-3073x68515,1998-06-05,"73720 Williams Course
Melissaberg, FM 81273",Staceybury,Maryland,97560,Solomon Islands,2025-03-01,2025-07-04 04:34:20,94.64921068734259,47227.523394740274,Gold,Home & Garden,False,True
Valerie,Maddox,christophershepard@example.com,+1-581-377-0755x6554,1986-11-27,"Unit 9421 Box 2357
DPO AA 56210",Jamesport,Massachusetts,52222,Madagascar,2022-03-23,2025-05-25 22:40:41,42.74535567635578,3577.6388809023915,Platinum,Books,False,False
Craig,Carroll,michaelguzman@example.net,(522)532-6041x399,1988-11-02,"PSC 6876, Box 4068
APO AP 79657",Paulahaven,Iowa,55357,Saint Vincent and the Grenadines,2022-09-04,2024-09-24 02:55:22,7.977281468655579,40597.88126284393,Silver,Beauty,False,True
Holly,Neal,hunterjeremy@example.com,+1-241-525-3731x727,1950-04-23,"0356 Tran River Suite 201
Douglasview, UT 37684",East Kathryn,New Mexico,93880,Jersey,2021-03-15,2025-05-06 07:58:00,14.975440405444765,9696.388479911735,Silver,Clothing,False,True
Jennifer,Pierce,cody80@example.org,+1-480-420-6065,1972-05-28,"3473 Waller Gardens Apt. 725
New Josephborough, UT 06101",Donaldville,West Virginia,17198,Wallis and Futuna,2022-02-01,2024-11-11 09:30:41,5.799012926850743,36872.63373425572,Platinum,Clothing,True,False
Stephen,Davis,adamsjason@example.net,367-263-8160,1954-09-05,"7963 Tonya Walk
Watsonshire, WA 14894",Thorntonchester,Washington,66297,Wallis and Futuna,2021-06-16,2025-09-05 20:02:33,99.39291284883969,2772.0917582840984,Platinum,Electronics,True,False
Christine,Allen,escott@example.com,001-254-469-3284x8331,1959-10-02,"3142 Johnson Tunnel Apt. 307
East Joyce, TX 38219",South Amy,Indiana,27350,Heard Island and McDonald Islands,2024-08-31,2025-07-20 20:27:39,95.95963147133348,26493.494294985052,Gold,Books,False,False
Victor,Donaldson,davislaura@example.net,(669)961-5893x3820,1986-06-11,"90326 Kelsey Park
Andersonview, RI 59075",Campbellshire,Maryland,04696,Eritrea,2021-09-12,2025-01-07 22:50:07,12.506871442723215,20421.4902316052,Silver,Electronics,True,True
Leslie,Dennis,michellemercado@example.net,+1-904-697-9650x75513,1995-01-16,"0571 Diana Roads
Port Megantown, SC 97978",East Dwayne,Indiana,86809,Palau,2022-01-27,2024-12-30 15:13:42,11.039779781531058,24468.845811229592,Bronze,Beauty,True,False
Brandon,Brown,monica23@example.net,(582)429-4528,1996-05-28,"978 Lowe River Suite 646
New Megan, GA 29227",Nicolebury,Tennessee,69495,Saint Kitts and Nevis,2022-07-23,2025-06-25 07:41:23,76.15482504114351,20987.48645264481,Gold,Books,True,False
Mary,Brewer,samantha29@example.com,268-638-4520,1989-06-16,"6517 Serrano Cliffs
Angelaview, WV 40150",West Jeromeburgh,Montana,43273,Congo,2022-01-11,2025-08-12 01:50:48,59.96395780676927,23635.606152781475,Silver,Books,True,True
Beth,Elliott,kenneth90@example.net,435-935-4203,1978-03-03,"4511 Bruce Gateway Suite 675
Timothybury, NV 21862",Hollychester,Arizona,80963,Argentina,2022-01-03,2024-12-22 17:32:08,15.498736518820232,21015.30340277278,Platinum,Books,True,True
Mark,Sanders,lauramunoz@example.net,+1-618-790-1518,1994-11-27,"PSC 0838, Box 0305
APO AE 26032",South Amberville,Maine,61801,Armenia,2022-03-22,2025-06-03 03:26:14,33.06079084158575,23967.79384215539,Platinum,Electronics,True,False
Daniel,Roberson,traviswood@example.net,(817)547-5566x481,1956-10-10,"9668 Christian Fields
Mitchellhaven, TX 21989",North Laurabury,New Jersey,65135,Monaco,2024-08-13,2025-04-12 12:33:59,75.43989894500632,40165.02685470986,Platinum,Sports,False,True
